ID,Nimi,Number,Liik,Tee_GID,Piirkiirus,Kate
10203,Lembitu tn,7950151,kõrvaltänav,{CEE2C4A9-911C-4F06-8ADC-82A5C2CCFD8A},50,tihe asfaltbetoon
10204,Lembitu tn,7950151,kõrvaltänav,{C99AD42F-28F1-42F1-91DC-752F55B8487D},50,tihe asfaltbetoon
10205,Lembitu tn,7950151,kõrvaltänav,{D8E94112-04F7-42CE-87DB-0A175AFBBCFD},50,tihe asfaltbetoon
10206,Lembitu tn,7950151,kõrvaltänav,{222DC5D9-450B-4DC5-B4EB-5D5FEED096A4},50,tihe asfaltbetoon
10207,Lembitu tn,7950151,kõrvaltänav,{D5A69285-63FB-4D5A-8995-03C806159E4D},50,tihe asfaltbetoon
10208,Lembitu tn,7950151,kõrvaltänav,{5B587245-9C99-4A89-9749-DF42E6A4CB34},50,tihe asfaltbetoon
10209,Lembitu tn,7950151,kõrvaltänav,{F8170AF4-CFDA-4742-A1E0-8C5FD0ED8D5A},50,tihe asfaltbetoon
10210,Lembitu tn,7950151,kõrvaltänav,{6FF1731B-24C6-4A05-9CD5-18D69EA699E2},50,tihe asfaltbetoon
10211,Lembitu tn,7950151,kõrvaltänav,{160CE284-18EE-432E-88C4-FC1022F2CD90},50,tihe asfaltbetoon
10212,Lemmatsi tn,7950152,kõrvaltänav,{83879291-F241-428B-B5FA-77E78364A5A2},30,tihe asfaltbetoon
10213,Lemmatsi tn,7950152,kõrvaltänav,{1E29B0AA-299D-44C1-BC91-AD51C250144E},30,tihe asfaltbetoon
10214,Lemmatsi tn,7950152,kõrvaltänav,{2EDD1809-CD37-41B0-97B6-8FC87B6CF7A1},30,tihe asfaltbetoon
10215,Lemmatsi tn,7950152,kõrvaltänav,{E1DD6EB3-FBF6-420E-AB1F-EEEDBDF1BC78},30,tihe asfaltbetoon
10216,Lemmatsi tn,7950152,kõrvaltänav,{F1E77681-8A8C-4256-BAEF-34163F1DA304},30,tihe asfaltbetoon
10217,Lemmatsi tn,7950152,kõrvaltänav,{75921826-ABFB-4601-939F-7E1CE56259BD},30,tihe asfaltbetoon
10218,Lemmatsi tn,7950152,kõrvaltänav,{BB7568AC-56B6-46F8-A8AF-927A0C3CA35B},30,tihe asfaltbetoon
10219,Lemmatsi tn,7950152,kõrvaltänav,{A192F3AA-1AC3-4722-A575-81B4C00C5959},30,tihe asfaltbetoon
10220,Lemmatsi tn,7950152,kõrvaltänav,{84E21A0F-2486-4D2E-9F8E-17CF170D453B},30,tihe asfaltbetoon
10221,Lemmatsi tn,7950152,kõrvaltänav,{C00F4462-5DA7-4936-B1CC-D04F9CDE1F7C},30,tihe asfaltbetoon
10222,Lemmatsi tn,7950152,kõrvaltänav,{DE631FB1-648F-4610-A35A-30B29A64B5B6},30,tihe asfaltbetoon
10223,Lemmatsi tn,7950152,kõrvaltänav,{F7FA7D8C-5C1D-4506-8125-52F47B57D8EA},30,tihe asfaltbetoon
10224,Lemmatsi tn,7950152,kõrvaltänav,{B6BD17B0-8047-4910-92B9-FAC11AC4C14F},30,tihe asfaltbetoon
10225,Lemmatsi tn,7950152,kõrvaltänav,{AAF779F3-65CD-4A20-9D97-D8802337D25C},30,tihe asfaltbetoon
10226,Lemmatsi tn,7950152,kõrvaltänav,{ABDF328D-CF09-47FC-AB0A-5F62FA8E59E0},30,tihe asfaltbetoon
10227,Lemmatsi-Leilovi,22128,kõrvalmaantee,{95AB7ABC-6B85-4848-A482-92CFDA6786CE},50,tihe asfaltbetoon
10228,Lemmatsi-Leilovi,22128,kõrvalmaantee,{7C5F7A00-9BD2-4A57-B73C-1A4DF8D693F8},50,tihe asfaltbetoon
10229,Lemmatsi-Leilovi,22128,kõrvalmaantee,{8AC1B1FC-D3EE-45F7-AAE5-407DBF9448DD},50,tihe asfaltbetoon
10230,Lemmatsi-Leilovi,22128,kõrvalmaantee,{6BA8B36D-74EA-4147-8119-D9321A091A09},50,tihe asfaltbetoon
10231,Lemmatsi-Leilovi,22128,kõrvalmaantee,{70F11C77-7DA6-45E1-AF03-FAD8716A0FD7},50,tihe asfaltbetoon
10232,Lemmatsi-Leilovi,22128,kõrvalmaantee,{25106AD2-27B6-4557-BA26-9FFAE28B0D1A},50,tihe asfaltbetoon
10233,Lemmatsi-Leilovi,22128,kõrvalmaantee,{569E9D27-989B-46D9-9B31-240ADAF98329},50,tihe asfaltbetoon
10234,Lemmatsi-Leilovi,22128,kõrvalmaantee,{C0B8B708-8E01-46D9-A49B-AD237BA2B4CD},50,tihe asfaltbetoon
10235,Lemmatsi-Leilovi,22128,kõrvalmaantee,{56011FC5-FA2B-48BB-BEF0-F84B54491FCA},50,tihe asfaltbetoon
10236,Lemmatsi-Leilovi,22128,kõrvalmaantee,{87901DCE-6FFE-45BD-8C2A-35A9CA5D052F},50,tihe asfaltbetoon
10237,Lemmatsi-Leilovi,22128,kõrvalmaantee,{DD00DC43-BC9A-4FD3-97F5-F226F4AA8C39},50,tihe asfaltbetoon
10238,Lemmatsi-Leilovi,22128,kõrvalmaantee,{69F50D12-2C0A-4C48-AF12-1DDEC55A1E4E},50,tihe asfaltbetoon
10239,Lemmatsi-Leilovi,22128,kõrvalmaantee,{BCB9EABF-C5D3-4BAF-8A28-E369CDFA06AC},50,freesipurust kate
10240,Lemmatsi-Leilovi,22128,kõrvalmaantee,{8992A026-512A-4731-948C-4175028D22CD},50,tihe asfaltbetoon
10241,Lemmatsi-Leilovi,22128,kõrvalmaantee,{03FB3D4F-7312-4D91-BAB0-AFCD16E42FF1},50,tihe asfaltbetoon
10242,Lemmatsi-Leilovi,22128,kõrvalmaantee,{F53BEDA9-95F6-43A5-9E35-48D522E31825},50,tihe asfaltbetoon
10243,Lemmatsi-Leilovi,22128,kõrvalmaantee,{F58A464E-D97D-4A6D-A5B0-B9740B6FD3A6},50,freesipurust kate
10244,Lemmatsi-Leilovi,22128,kõrvalmaantee,{CEDF62F4-F277-45FA-822B-9F1F71DEF3D8},50,tihe asfaltbetoon
10245,Lemmatsi-Leilovi,22128,kõrvalmaantee,{2D5A9B16-4E5F-4FEE-A6DB-AC63487AFD33},50,tihe asfaltbetoon
10246,Lennu liiklussõlm,2228,kõrvalmaantee,{E2788DE3-8D36-41EA-94E9-EE848B37F640},50,tihe asfaltbetoon
10247,Lennu liiklussõlm,2228,kõrvalmaantee,{9C501431-F6EF-4498-911D-A03F6EB8EEA4},50,tihe asfaltbetoon
10248,Lennu liiklussõlm,2228,kõrvalmaantee,{0C004948-D30C-42FC-A1E6-4251B085BC22},50,tihe asfaltbetoon
10249,Lennu liiklussõlm,2228,kõrvalmaantee,{52EEA580-FF36-407C-A121-FAE6F75532F4},50,tihe asfaltbetoon
10250,Lennu liiklussõlm,2228,kõrvalmaantee,{3859F7D2-1ABB-4A7D-9211-BC6D7EB444A1},50,tihe asfaltbetoon
10251,Lennu liiklussõlm,2228,kõrvalmaantee,{3907BF1A-605C-4E1B-906A-602DD3E57014},50,tihe asfaltbetoon
10252,Lennu liiklussõlm,2228,kõrvalmaantee,{F4E974B7-AA4F-4D71-A94B-7A2703E3EF2A},50,tihe asfaltbetoon
10253,Lennu liiklussõlm,2228,kõrvalmaantee,{436B93A9-8520-4F74-9103-58B5AF814979},50,tihe asfaltbetoon
10254,Lennu liiklussõlm,2228,kõrvalmaantee,{DD9C64CF-3717-4F6C-B24C-9C40D260F427},50,tihe asfaltbetoon
10255,Lennu liiklussõlm,2228,kõrvalmaantee,{6454309C-F813-4629-97F6-CEB5CC0B1587},50,tihe asfaltbetoon
10256,Lennu liiklussõlm,2228,kõrvalmaantee,{45AC710B-C8DD-4C9D-B0BD-E6976BD4BBF7},50,tihe asfaltbetoon
10257,Lennu liiklussõlm,2228,kõrvalmaantee,{2F8065A1-3848-4D26-8C56-FE2605571B32},50,tihe asfaltbetoon
10258,Lennu liiklussõlm,2228,kõrvalmaantee,{011996BE-3C9C-4BB8-AD52-262AFE831CD2},50,tihe asfaltbetoon
10259,Lennu liiklussõlm,2228,kõrvalmaantee,{A0E46D9D-79D3-44F6-A3AA-0BFA7460EDF4},50,tihe asfaltbetoon
10260,Lennu liiklussõlm,2228,kõrvalmaantee,{AA382619-6D0C-4DFB-A1E0-5FBBD13B1FD7},50,tihe asfaltbetoon
10261,Lennu ring,2227,kõrvalmaantee,{4AAB96A3-131E-4B1C-8C66-13FC3F987AB8},50,tihe asfaltbetoon
10262,Lennu ring,2227,kõrvalmaantee,{01652789-E665-42CE-86ED-36FF5DF10419},50,tihe asfaltbetoon
10263,Lennu ring,2227,kõrvalmaantee,{A5C87381-07F8-4AB1-89BB-6156D244BC98},50,tihe asfaltbetoon
10264,Lepa tn,7950153,kõrvaltänav,{131AFDC4-EA62-4D61-9134-769615A8A780},50,tihe asfaltbetoon
10265,Lepa tn,7950153,kõrvaltänav,{36CB124C-793C-4DD9-831E-D1C84B5A0DC8},30,tihe asfaltbetoon
10266,Lepa tn,7950153,kõrvaltänav,{1DDF86F4-40B5-4BD6-97D7-2B710C55A5F3},30,tihe asfaltbetoon
10267,Lepa tn,7950153,kõrvaltänav,{D856A632-3A86-47D9-B98E-A88DBC22ACE0},30,tihe asfaltbetoon
10268,"Lepa tn, Lepa tn - Remmelga tn ühendustee",7951157,kvartalisisene tänav,{42328355-F1E4-4891-9965-5A0B21AEEDF8},30,tihe asfaltbetoon
10269,Lepalinnu tn,7950154,kõrvaltänav,{67A0C102-156D-41D1-8B1B-ADF32F62BCA5},30,pinnatud kruusatee
10270,Lepalinnu tn,7950154,kõrvaltänav,{5E739D70-DB12-4F7E-9FBE-9B1AA1EF4F67},30,pinnatud kruusatee
10271,Lepiku tn,7950155,kõrvaltänav,{B60F1799-4A0C-4CA9-AF61-E084D6B3AC56},30,kruusatee
10272,Lepiku tn,7950155,kõrvaltänav,{F2E150E6-E2B4-4977-BE01-A5EEC5A216B1},30,kruusatee
10273,Lepiku tn,7950155,kõrvaltänav,{307582DB-F6B3-4B1C-8C92-97CCB06ED538},30,kruusatee
10274,Lepiku tn,7950155,kõrvaltänav,{882BAC07-9903-4D4E-A1F7-897BEDEA9A7B},30,tihe asfaltbetoon
10275,Lepiku tn J 7a,7950729,kvartalisisene tänav,{F33BD656-BFCC-4791-80ED-2033EB6D1CA9},30,kruusatee
10276,Lepiku tn J 7a,7950729,kvartalisisene tänav,{18B1D77E-6609-4F46-BF50-CBDB88514A46},30,kruusatee
10277,Liiva,,kõnnitee,{375743C4-9F1A-4811-B2A0-B44D25FE1FF0},50,kattega tee (katte liik teadmata)
10278,Liiva tee,,muu tee,{12D25346-C40A-461E-A836-1E7D3219DE6F},90,kruusatee
10279,Liiva tn,7950157,kõrvaltänav,{A67D0615-EB92-4CD2-A602-E5980F828A67},30,tihe asfaltbetoon
10280,Liiva tn,7950157,kõrvaltänav,{4BF5DEF5-0A2D-4EC4-A93C-B0AEDBB205EF},30,tihe asfaltbetoon
10281,Liiva tn,7950157,kõrvaltänav,{4C894223-03A7-4197-BAFE-2D0A886B6BB1},50,munakivitee
10282,Liiva tn J1,7951324,kvartalisisene tänav,{BEAB2D6F-A9FB-449E-8E4C-7BC843B135E1},30,pinnatud kruusatee
10283,Liivakuru tn,7950158,kõrvaltänav,{B6E75169-95BA-437E-A091-84452EAA9955},20,tihe asfaltbetoon
10284,Liivamäe tee,,muu tee,{52366992-09DD-49AB-B625-B77FF6636816},90,kruusatee
10285,Liivamäe tee,,muu tee,{50111757-3620-4321-A33A-F9F55193A954},90,kruusatee
10286,Liivamäe tn,7950159,kõrvaltänav,{2C2D9229-E568-4DF0-8080-76A1460DBE7D},30,tihe asfaltbetoon
10287,Liivamäe tn,7950159,kõrvaltänav,{7CABD845-2ED0-42F1-B75E-D0B5EF1AE414},30,tihe asfaltbetoon
10288,Liivamäe tn,7950159,kõrvaltänav,{0E726DA0-0B38-4C61-ADBC-E251D5381EEE},30,tihe asfaltbetoon
10289,"Liivamäe tn J 8a, 6b",7950731,kvartalisisene tänav,{5BA50C1A-0050-4D45-A256-611AFF67F149},30,tihe asfaltbetoon
10290,"Liivi tn J Vallikraavi 19, 21",7950733,kvartalisisene tänav,{BF879D09-FD0D-4A59-BB07-201CE1E7BBC1},50,tihe asfaltbetoon
10291,"Liivi tn J Vallikraavi 19, 21",7950733,kvartalisisene tänav,{7EC9FB3C-08BE-4BA4-A0A1-431B064A1C57},50,tihe asfaltbetoon
10292,"Liivi tn J Vallikraavi 19, 21",7950733,kvartalisisene tänav,{0B114C69-62C6-4E4E-85E9-FC6692063601},50,tihe asfaltbetoon
10293,Lille H,7951370,kvartalisisene tänav,{BE1BED64-DEF8-4971-9F85-EC471BF52A2E},50,sillutiskate
10294,Lille H,7951370,kvartalisisene tänav,{DC721BA3-D55D-457E-A0D1-83F167172125},50,sillutiskate
10295,Lille H,7951370,kvartalisisene tänav,{4751A2BC-7A51-46B3-B502-0B8518DBDA2F},50,sillutiskate
10296,Lille H,7951370,kvartalisisene tänav,{579DD614-89EE-4AFB-90B8-8BEBFA7D682C},50,sillutiskate
10297,Lille J 10,,jalgtee,{3CF19DBA-8AB9-4B51-BCE7-D04361C01DBC},50,kattega tee (katte liik teadmata)
10298,Lille J 10,,jalgtee,{402F927D-DFB7-4FBB-82A2-29B574DC0002},50,kattega tee (katte liik teadmata)
10299,Lille J 10,,jalgtee,{6A60C3C3-BDB8-4C7D-81FD-74716A3C9A8C},50,kattega tee (katte liik teadmata)
10300,Lille J 10,,jalgtee,{71A9F0C5-5A10-4C08-BED5-37F574E4B0CD},50,kattega tee (katte liik teadmata)
10301,Lille J 10,,jalgtee,{06B50D97-C50D-402B-818C-C571046D0479},50,kattega tee (katte liik teadmata)
10302,Lille J 10,,jalgtee,{8DA9BBEF-5752-48A0-A504-3D656ACD1C27},50,kattega tee (katte liik teadmata)
10303,Lille J 10,,jalgtee,{4C144268-8BC1-402B-AA9C-F5D7EDFC20E8},50,kattega tee (katte liik teadmata)
10304,Lille J 10,,jalgtee,{A6668F0F-B6CB-47AD-BB45-24095EE58D40},50,kattega tee (katte liik teadmata)
10305,Lille J 10,,jalgtee,{FC83AC4E-E4EA-4AA2-8A46-9FEE1645DE8E},50,kattega tee (katte liik teadmata)
10306,Lille J 10,,jalgtee,{8EBA9F13-261F-4784-9379-18A0B1A75FD7},50,kattega tee (katte liik teadmata)
10307,Lille J 10,,jalgtee,{3414D2C7-75EF-468D-A29C-8E1EFFA7E6B5},50,kattega tee (katte liik teadmata)
10308,Lille J 10,,jalgtee,{4E975910-41F8-4F44-B827-7B8090DCFB18},50,kattega tee (katte liik teadmata)
10309,Lille J 10,,jalgtee,{7738AE3D-2AD2-485D-8969-D4C452999947},50,kattega tee (katte liik teadmata)
10310,Lille J 10,,jalgtee,{7C049BFC-B991-4071-89AD-7F82CA7FD27B},50,kattega tee (katte liik teadmata)
10311,Lille J 10,,jalgtee,{C0020F05-87F5-439D-869C-E8005F06A485},50,kattega tee (katte liik teadmata)
10312,Lille J 10,,jalgtee,{4039AE2B-5405-4029-BA35-06819336BEAD},50,kattega tee (katte liik teadmata)
10313,Lille J 10,,jalgtee,{B5FB778D-9F7E-4274-A1A6-B3D5311ECE30},50,kattega tee (katte liik teadmata)
10314,Lille J 10,,jalgtee,{77DD94D5-6E8D-497C-B6C5-7544E02EC6AE},50,kattega tee (katte liik teadmata)
10315,Lille J 10,,jalgtee,{64656C58-49D9-4A86-BB52-8A3DF684B238},50,kattega tee (katte liik teadmata)
10316,Lille J 10,,jalgtee,{1ACC0218-4381-4A1D-9647-12081DB5B472},50,kattega tee (katte liik teadmata)
10317,Lille J 10,,jalgtee,{98090E8D-FF33-415C-8C2F-B09DE02014DE},50,kattega tee (katte liik teadmata)
10318,Lille J 10,,jalgtee,{E215356E-F0BF-48C5-9888-2FF6EA1738B7},50,kattega tee (katte liik teadmata)
10319,Lille J 10,,jalgtee,{3F7CBE3F-89F8-410B-A805-589A56B64171},50,kattega tee (katte liik teadmata)
10320,Lille J 10,,jalgtee,{E9367567-1BF2-43B4-8AAA-5CBEFFDFED59},50,kattega tee (katte liik teadmata)
10321,Lille J 10,,jalgtee,{EE953DDC-3F2C-466F-978F-DC698BF729C8},50,kattega tee (katte liik teadmata)
10322,Lille J 10,,jalgtee,{15B39D10-B8F1-4D98-A873-528A908A5074},50,kattega tee (katte liik teadmata)
10323,Lille J 10,,jalgtee,{ED8F4CFE-F000-4CDC-BD0B-FB936FAED373},50,kattega tee (katte liik teadmata)
10324,Lille J 10,,jalgtee,{191B61C4-C246-4167-8DE8-AB0544433BA5},50,kattega tee (katte liik teadmata)
10325,Lille J 10,,jalgtee,{80B3E51C-9ED3-4256-AE3E-5693E5D69DEA},50,kattega tee (katte liik teadmata)
10326,Lille tn,7950161,kõrvaltänav,{ECB7CAFC-89DF-4C32-8578-4244483BBF8B},50,munakivitee
10327,Lille tn,7950161,kõrvaltänav,{6DE93583-D443-4C60-9509-0555DE24C002},50,munakivitee
10328,Lille tn,7950161,kõrvaltänav,{388D759A-CBF4-43C8-AB1D-81BF517CA10E},50,tihe asfaltbetoon
10329,Lille tn,7950161,kõrvaltänav,{70A4FAB2-7C83-4104-BEA1-038F1ABA71DB},50,munakivitee
10330,Lille tn,7950161,kõrvaltänav,{C2929D19-860D-49D5-B0AE-E3BBD87CA14E},50,munakivitee
10331,Lille tn,7950161,kõrvaltänav,{51A76BBE-8C08-4ECE-9A5D-98A4BB4622D8},50,tihe asfaltbetoon
10332,Lilli tee,,muu tee,{6514153B-127E-4070-A4A0-153AF7DE88FB},90,kruusatee
10333,Lillialliku tee,,muu tee,{4A7F1909-51D7-44B5-B52E-03B3A474493C},90,pinnastee
10334,Lina tee,,muu tee,{60351B44-40DA-444C-AE64-A19E554FA674},90,kruusatee
10335,Lina tn,7950162,kõrvaltänav,{40142D31-E46A-48D6-AC69-DF23F25138A5},50,tihe asfaltbetoon
10336,Linda tn,7950163,kõrvaltänav,{2185D396-010E-48B7-87AE-E92C780D5EE3},30,tihe asfaltbetoon
10337,Linda tn,7950163,kõrvaltänav,{524A0B2B-64E4-4A51-BA9D-A2BFCE4E0025},30,tihe asfaltbetoon
10338,Linda tn,7950163,kõrvaltänav,{91F6CC02-E9AB-4101-87FB-FC314F03C110},30,tihe asfaltbetoon
10339,Linda tn,7950163,kõrvaltänav,{627A3589-B9E7-4BEE-B07D-C88A732610D6},30,tihe asfaltbetoon
10340,Linda tn,7950163,kõrvaltänav,{283C4654-B246-479D-9A22-5D077E032143},30,tihe asfaltbetoon
10341,Linda tn,7950163,kõrvaltänav,{EC8CAF29-663A-4DDE-8451-B2D19E7FA8E3},30,tihe asfaltbetoon
10342,Linnu tn,7950164,kõrvaltänav,{4DAE3BBA-05BE-4A3F-8BBD-335AA65A3DF3},30,tihe asfaltbetoon
10343,Linnu tn,7950164,kõrvaltänav,{B7E6AB19-37F8-4531-979A-11780836DA6A},30,tihe asfaltbetoon
10344,Linnu tn,7950164,kõrvaltänav,{78845E0D-EA82-4866-B47B-277BD96EAEDD},30,tihe asfaltbetoon
10345,Linnu tn,7950164,kõrvaltänav,{6CE6C057-5084-4B02-AF2B-5B88860C2D0E},30,tihe asfaltbetoon
10346,Linnu tn,7950164,kõrvaltänav,{0C152086-4BA2-407F-B751-469D9AD85CEA},30,tihe asfaltbetoon
10347,Linnu tn,7950164,kõrvaltänav,{4CFB1D7F-79F6-4AE0-80A6-0E4A4DCB8853},30,tihe asfaltbetoon
10348,Linnu tn,7950164,kõrvaltänav,{EEB468DC-60DB-464B-A156-E975F263EF7A},30,pinnatud kruusatee
10349,Linnu tn,7950164,kõrvaltänav,{E961968C-10D9-4DF8-9A45-C6364624C1A1},30,pinnatud kruusatee
10350,Linnu tn J 16a,7950735,kvartalisisene tänav,{0AFE5B5F-36CD-470B-BC1A-8E8579D14E9C},30,teadmata
10351,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{609E5911-6734-470F-B496-90675526870A},50,tihe asfaltbetoon
10352,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{FB79F93C-EEB1-478D-AF49-63FD309EE710},50,tihe asfaltbetoon
10353,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{6F880A4A-D491-4907-9950-F0559B6ABEBB},50,tihe asfaltbetoon
10354,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{35143BD6-3C75-4655-8B05-90319C2E4715},90,tihe asfaltbetoon
10355,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{40DD1C03-7D1D-45C0-81CF-2768C8FF6D7C},50,tihe asfaltbetoon
10356,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{A3F3FBE2-1E07-4EFE-B673-CB7E9C422A20},50,tihe asfaltbetoon
10357,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{1A9F68D2-79EB-45A3-8C25-D7834E226F06},50,tihe asfaltbetoon
10358,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{A809E04F-7B79-467C-BFE0-C055745FF641},50,tihe asfaltbetoon
10359,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{12B526CB-432D-4358-BD3C-A72E269C0106},50,kattega tee (katte liik teadmata)
10360,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{3E6ABA81-1258-41CC-B426-51ECDE62EE4F},50,tihe asfaltbetoon
10361,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{92673CDF-123B-4ADA-8038-96B34119F65A},90,kattega tee (katte liik teadmata)
10362,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{C4A1B41D-8DEF-4638-9A1A-C45972A32260},50,tihe asfaltbetoon
10363,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{74C1E176-DF67-4088-9A00-A922D65A13D2},50,tihe asfaltbetoon
10364,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{806557DA-1AD7-427E-93D8-6594DB6E43E7},50,tihe asfaltbetoon
10365,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{307F7C38-583B-4159-BF45-B3656ACEC4AF},90,kattega tee (katte liik teadmata)
10366,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{619F14C8-F909-430A-B6AD-24E244F870B3},50,tihe asfaltbetoon
10367,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{3B3DC50D-02E7-46F9-8A85-2CE1391FA8B2},50,kattega tee (katte liik teadmata)
10368,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{3A6F1C27-E80A-4263-94A6-BA25183CDAA2},50,tihe asfaltbetoon
10369,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{33D9ACBE-F37C-4B2B-B7B3-9660A83FB822},50,tihe asfaltbetoon
10370,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{10D14112-1AB6-413B-8520-EF4B9728128B},50,tihe asfaltbetoon
10371,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{66D1A96D-CFA6-41F9-9AB1-AAE4E2B6D5A6},50,tihe asfaltbetoon
10372,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{11840C92-D5C7-47D0-B3D1-3F64F0B1398F},70,tihe asfaltbetoon
10373,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{09848A3E-FF31-4390-AC3C-A4A34F43A4BF},50,tihe asfaltbetoon
10374,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{F3BEAD13-C0CB-4638-AEA4-C6B0DCA62B92},90,tihe asfaltbetoon
10375,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{92937924-04C2-4DCE-BDE5-781319683155},50,kattega tee (katte liik teadmata)
10376,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{4C2C11BE-C33D-4F45-8033-027FFA02C689},90,tihe asfaltbetoon
10377,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{243E5B11-2EBC-4A65-97B9-A9D060CB45D9},50,kattega tee (katte liik teadmata)
10378,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{DCA1302C-0219-43D3-95A6-AC2E1DD1DD60},50,tihe asfaltbetoon
10379,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{524E3430-8C37-4613-AF3F-F31BBE34FF81},50,tihe asfaltbetoon
10380,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{847533B3-81D4-4E03-B89A-AD9172E022E9},70,tihe asfaltbetoon
10381,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{BA7E347A-A28B-421D-AB1C-7CF6192098DA},50,tihe asfaltbetoon
10382,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{5AC5ED9E-8830-4604-BB93-97BB18AE1323},50,tihe asfaltbetoon
10383,Lohkva-Kabina-Vanamõisa,,jalgratta- ja jalgtee,{F1A928C9-EE8E-4C78-AD90-0D5A46C52002},50,kattega tee (katte liik teadmata)
10384,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{EA1DC762-647D-4C32-93A6-7FE70ECD0E59},50,tihe asfaltbetoon
10385,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{326E7F7A-B670-4000-A061-412752B461F7},70,tihe asfaltbetoon
10386,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{57DB64BF-1DD9-4994-A83D-A1E4F0425FDE},90,tihe asfaltbetoon
10387,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{339EE4E0-6C3E-4370-9041-6CF1D92248E3},70,tihe asfaltbetoon
10388,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{8F9A48B2-DE31-484E-B135-903FC09E4007},70,tihe asfaltbetoon
10389,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{DD5DC48F-38DA-4EA1-B0FF-A7332B5F748E},90,tihe asfaltbetoon
10390,Lohkva-Kabina-Vanamõisa,22252,kõrvalmaantee,{0B4B86B3-1C27-469C-A5AE-7FF486A8C852},90,tihe asfaltbetoon
10391,Looga tn,,kõrvaltänav,{92D4FADA-A53F-4CF0-82CF-88F4718145E0},50,kruusatee
10392,Looga tn,,kõrvaltänav,{9F88C997-E912-450E-9368-860C06F1EF0F},50,kruusatee
10393,Looga tn,,kõrvaltänav,{D70CE81B-D9F0-46C3-B229-05F5CD1AF882},50,kruusatee
10394,Lootsi tn,7951150,kõrvaltänav,{EC53933B-2FA2-4AD6-9AA7-4AF31A232506},20,tihe asfaltbetoon
10395,"Lootsi tn 3b, 3c juurdepääsutee",7951151,kvartalisisene tänav,{F02378EA-7BFF-4896-AD35-379F152EA0C8},20,tihe asfaltbetoon
10396,Lootuse,,kõnnitee,{235238A9-A13C-4984-B130-B031F53C9CE4},50,asfaltbetoon
10397,Lootuse,,jalgratta- ja jalgtee,{17BCE225-E98E-4D45-99F3-83324B05A5A9},50,tihe asfaltbetoon
10398,Lootuse,,kõnnitee,{08F28066-20E2-421B-882B-7D93F13CCA4D},50,asfaltbetoon
10399,Lootuse tn,7950166,kõrvaltänav,{7B2B3BE7-B27B-4E4E-9CAF-DFCAB665C778},30,tihe asfaltbetoon
10400,Lootuse tn,7950166,kõrvaltänav,{1D243F1A-60D6-4518-8EAB-703D3D0BB9B0},30,tihe asfaltbetoon
10401,Lootuse tn,7950166,kõrvaltänav,{9ACAC70A-D8AF-4F7B-88B4-4DF19FE91FD6},30,tihe asfaltbetoon
10402,Lootuse tn,7950166,kõrvaltänav,{C0773570-2961-43AC-A4FB-1163FAB32333},30,tihe asfaltbetoon
10403,Lootuse tn,7950166,kõrvaltänav,{2FBE8E38-5D97-4FB3-9955-BCC395C2DC1C},30,tihe asfaltbetoon
